gene_id,locus_tag
SGL_RS11480,sll1540
SGL_RS11485,slr1622
SGL_RS11490,slr1623
SGL_RS11495,slr1624
SGL_RS11500,sll1538
SGL_RS11505,sll1537
SGL_RS11510,slr1626
SGL_RS11515,slr1627
SGL_RS11520,sll1536
SGL_RS11525,slr1628
SGL_RS11530,slr1629
SGL_RS11535,sll1535
SGL_RS11540,sll1534
SGL_RS11545,sll1533
SGL_RS11550,slr1634
SGL_RS11555,sll1532
SGL_RS11560,ssl2982
SGL_RS11565,slr1635
SGL_RS11570,SGL_RS11570
SGL_RS11575,ST6803t22
SGL_RS11580,slr1638
SGL_RS11585,slr1639
SGL_RS11590,sll1531
SGL_RS11595,sll1530
SGL_RS11600,sll1528
SGL_RS11605,sll1527
SGL_RS11610,sll1526
SGL_RS11615,slr1641
SGL_RS11620,ssl2971
SGL_RS11625,sll1525
SGL_RS11630,slr1643
SGL_RS11635,sll1524
SGL_RS11640,slr1644
SGL_RS11645,slr1645
SGL_RS11650,slr1646
SGL_RS11655,slr1647
SGL_RS11660,slr1648
SGL_RS11665,ssr2754
SGL_RS11670,SGL_RS11670
SGL_RS11675,slr1649
SGL_RS11680,sll1522
SGL_RS11685,sll1521
SGL_RS11690,sll1520
SGL_RS11695,slr0442
SGL_RS11700,sll0428
SGL_RS11705,SGL_RS11705
SGL_RS18930,SGL_RS18930
SGL_RS11715,SGL_RS11715
SGL_RS11720,slr1005
SGL_RS11725,ssr0759
SGL_RS11730,ssr0761
SGL_RS18935,SGL_RS18935
SGL_RS11735,sll0427
SGL_RS11740,slr0443
SGL_RS11745,ST6803t23
SGL_RS11750,sll0426
SGL_RS11755,slr0444
SGL_RS11760,sll0424
SGL_RS11765,sll0423
SGL_RS11770,ST6803t24
SGL_RS11775,sll0422
SGL_RS11780,sll0421
SGL_RS11785,slr0445
SGL_RS11790,sll0420
SGL_RS11795,sll0419
SGL_RS11800,sll0418
SGL_RS11805,slr0446
SGL_RS11810,slr0447
SGL_RS11815,slr0448
SGL_RS11820,sll0274
SGL_RS11825,sll0273
SGL_RS11830,sll0272
SGL_RS11835,sll0271
SGL_RS11840,slr0280
SGL_RS11845,sll0270
SGL_RS11850,sll0269
SGL_RS11855,sll0268
SGL_RS11860,sll0267
SGL_RS11865,sll0266
SGL_RS11870,sll0265
SGL_RS11875,sll0264
SGL_RS11880,sll0263
SGL_RS11885,sll0262
SGL_RS11890,sll0261
SGL_RS20150,SGL_RS20150
SGL_RS11895,slr0284
SGL_RS11900,slr0285
SGL_RS11905,slr0286
SGL_RS11910,sll0260
SGL_RS11915,ssr0482
SGL_RS11920,slr0287
SGL_RS11925,slr0288
SGL_RS11930,slr0291
SGL_RS11935,sll0258
SGL_RS11940,ssl0483
SGL_RS11945,slr0292
SGL_RS11950,sll0257
SGL_RS11955,slr0293
SGL_RS11960,slr0294
SGL_RS11965,slr0392
SGL_RS11970,slr0393
SGL_RS18940,SGL_RS18940
SGL_RS11975,sll0364
SGL_RS11980,slr0394
SGL_RS11985,slr0395
SGL_RS11990,sll0362
SGL_RS11995,sll0361
SGL_RS12000,sll0360
SGL_RS12005,sll0359
SGL_RS12010,slr0397
SGL_RS12015,slr0398
SGL_RS12020,slr0399
SGL_RS12025,slr0400
SGL_RS12030,slr0401
SGL_RS12035,ST6803t25
SGL_RS12040,slr0402
SGL_RS12045,ssl0707
SGL_RS12050,slr0404
SGL_RS20155,SGL_RS20155
SGL_RS12055,ssr0657
SGL_RS12060,sll0356
SGL_RS12065,sll0355
SGL_RS19235,true
SGL_RS12070,sll0354
SGL_RS12075,SGL_RS12075
SGL_RS12080,slr0406
SGL_RS12085,slr0407
SGL_RS12090,slr0408
SGL_RS12095,slr0142
SGL_RS12100,slr0143
SGL_RS12105,slr0144
SGL_RS12110,slr0145
SGL_RS19915,SGL_RS19915
SGL_RS12120,slr0147
SGL_RS12125,slr0148
SGL_RS12130,slr0149
SGL_RS12135,slr0150
SGL_RS12140,slr0151
SGL_RS12145,slr0152
SGL_RS12150,sll0149
SGL_RS12155,sll0148
SGL_RS12160,sll0147
SGL_RS19920,true
SGL_RS12165,sll0146
SGL_RS12170,sll0145
SGL_RS12175,sll0144
SGL_RS12180,ssl0259
SGL_RS12185,SGL_RS12185
SGL_RS12190,slr0156
SGL_RS12195,slr0157
SGL_RS12200,sll0142
SGL_RS12205,sll0141
SGL_RS12210,slr0161
SGL_RS20075,true
SGL_RS12225,slr0164
SGL_RS12230,slr0165
SGL_RS12235,sll0136
SGL_RS12240,sll0135
SGL_RS12245,ssl0242
SGL_RS18950,SGL_RS18950
SGL_RS18955,true
SGL_RS12255,slr1923
SGL_RS12260,slr1924
SGL_RS12265,slr1925
SGL_RS12270,sll1865
SGL_RS12275,SGL_RS12275
SGL_RS12280,sll1864
SGL_RS12285,slr1926
SGL_RS12290,slr1927
SGL_RS12295,slr1928
SGL_RS18960,SGL_RS18960
SGL_RS12305,slr1930
SGL_RS18965,SGL_RS18965
SGL_RS12310,slr1932
SGL_RS12315,sll1863
SGL_RS12320,sll1862
SGL_RS12325,sll1861
SGL_RS12330,sll1860
SGL_RS19240,true
SGL_RS12335,slr1933
SGL_RS12340,sll1858
SGL_RS12345,slr1934
SGL_RS12350,slr1935
SGL_RS12355,sll1854
SGL_RS12360,sll1853
SGL_RS12365,sll1852
SGL_RS12370,ST6803t26
SGL_RS12375,sll1851
SGL_RS19925,SGL_RS19925
SGL_RS18970,SGL_RS18970
SGL_RS12390,sll1849
SGL_RS12395,slr1938
SGL_RS12400,sll1848
SGL_RS12410,slr1939
SGL_RS12415,slr1940
SGL_RS12420,ssr3300
SGL_RS12425,sll1845
SGL_RS12430,slr1942
SGL_RS12435,ssr3304
SGL_RS12440,slr1943
SGL_RS12445,slr1944
SGL_RS12450,slr1945
SGL_RS12455,ssr3307
SGL_RS12460,slr1946
SGL_RS12465,sll1841
SGL_RS12470,slr1949
SGL_RS12475,slr1950
SGL_RS12480,slr1951
SGL_RS12485,slr0989
SGL_RS12490,slr0990
SGL_RS12495,slr0992
SGL_RS20035,true
SGL_RS20040,true
SGL_RS12505,sll0947
SGL_RS12510,slr0994
SGL_RS12515,ssl1807
SGL_RS12520,ST6803t27
SGL_RS12525,sll0945
SGL_RS12530,sll0944
SGL_RS12535,slr0320
SGL_RS12540,sll0306
SGL_RS12545,slr0321
SGL_RS12550,slr0322
SGL_RS12555,slr0323
SGL_RS12560,slr0324
SGL_RS12565,slr0325
SGL_RS12570,sll0301
SGL_RS12575,sll0300
SGL_RS19930,SGL_RS19930
SGL_RS12585,slr0327
SGL_RS12590,slr0328
SGL_RS12595,slr0329
SGL_RS12600,sll0298
SGL_RS12605,sll0297
SGL_RS12610,sll0296
SGL_RS12615,ssl0564
SGL_RS12620,ssl0563
SGL_RS12625,slr0331
SGL_RS12630,slr0333
SGL_RS12635,slr0334
SGL_RS12640,ssr0536
SGL_RS12645,sll0295
SGL_RS12650,slr0335
SGL_RS12655,slr0337
SGL_RS12660,sll0294
SGL_RS12665,sll0293
SGL_RS12675,slr0338
SGL_RS12680,slr0168
SGL_RS12685,SGL_RS12685
SGL_RS12690,slr0169
SGL_RS12695,slr0171
SGL_RS12700,slr0172
SGL_RS12705,sll0177
SGL_RS19935,SGL_RS19935
SGL_RS19940,SGL_RS19940
SGL_RS12725,sll0175
SGL_RS12730,sll0174
SGL_RS12735,sll0173
SGL_RS12740,sll0172
SGL_RS12745,sll0171
SGL_RS12750,sll0170
SGL_RS12755,sll0169
SGL_RS12760,sll0168
SGL_RS12765,sll0167
SGL_RS12770,sll0166
SGL_RS12775,sll0163
SGL_RS12785,sll0162
SGL_RS12790,slr0179
SGL_RS12795,slr0180
SGL_RS18980,true
SGL_RS12805,slr0181
SGL_RS12810,ssl0294
SGL_RS18985,true
SGL_RS12815,sll0160
SGL_RS12820,sll0158
SGL_RS12825,sll0157
SGL_RS12830,sll0156
SGL_RS12835,slr0184
SGL_RS12840,slr0185
SGL_RS12845,sll0154
SGL_RS12850,slr0186
SGL_RS12855,slr0359
SGL_RS12860,slr0360
SGL_RS12865,slr0361
SGL_RS12870,slr0362
SGL_RS12875,sll0350
SGL_RS12880,sml0001
SGL_RS12885,slr0363
SGL_RS19945,SGL_RS19945
SGL_RS19950,SGL_RS19950
SGL_RS12895,slr0369
SGL_RS12900,slr0370
SGL_RS12905,sll0337
SGL_RS12910,sll0336
SGL_RS12915,sll0335
SGL_RS12920,slr0373
SGL_RS12925,slr0374
SGL_RS12930,slr0376
SGL_RS12935,slr0377
SGL_RS12940,slr0378
SGL_RS12945,slr0379
SGL_RS12950,slr0380
SGL_RS12955,slr0381
SGL_RS12965,sll0330
SGL_RS12970,slr0383
SGL_RS12975,slr0384
SGL_RS12985,sll0329
SGL_RS19465,SGL_RS19465
SGL_RS12990,sll0328
SGL_RS12995,sll0327
SGL_RS13000,slr0386
SGL_RS13005,slr0387
SGL_RS13010,slr0388
SGL_RS13015,slr0769
SGL_RS13020,slr0770
SGL_RS13025,slr0771
SGL_RS13030,slr0772
SGL_RS13035,slr0773
SGL_RS13040,sll0772
SGL_RS13045,sll0771
SGL_RS13050,slr0774
SGL_RS13055,slr0775
SGL_RS13060,slr0776
SGL_RS13065,sll0767
SGL_RS13070,ssl1426
SGL_RS13075,sll0766
SGL_RS13080,sll0765
SGL_RS13085,ST6803t28
SGL_RS19620,SGL_RS19620
SGL_RS13090,sll0764
SGL_RS19955,SGL_RS19955
SGL_RS19960,SGL_RS19960
SGL_RS13100,sll0761
SGL_RS13105,sll0760
SGL_RS13110,sll0759
SGL_RS13115,slr0779
SGL_RS13120,sll0757
SGL_RS13125,smr0001
SGL_RS13130,slr0780
SGL_RS13135,sll0756
SGL_RS13140,sll0755
SGL_RS13145,sll0754
SGL_RS13150,ssl1417
SGL_RS13155,sll0753
SGL_RS19965,SGL_RS19965
SGL_RS19970,SGL_RS19970
SGL_RS13165,slr0782
SGL_RS13170,sll0750
SGL_RS13175,sll0749
SGL_RS13180,slr0783
SGL_RS13185,slr0784
SGL_RS13190,slr0341
SGL_RS13195,sll0325
SGL_RS13200,slr0342
SGL_RS13205,slr0343
SGL_RS13210,slr0344
SGL_RS13215,slr0345
SGL_RS19625,SGL_RS19625
SGL_RS13220,slr0346
SGL_RS13225,sll0322
SGL_RS13230,sll0321
SGL_RS13235,slr0347
SGL_RS13240,sll0320
SGL_RS13245,sll0319
SGL_RS13250,slr0348
SGL_RS13255,sll0318
SGL_RS13260,slr0350
SGL_RS13265,slr0351
SGL_RS13270,true
SGL_RS18990,SGL_RS18990
SGL_RS18995,true
SGL_RS19000,SGL_RS19000
SGL_RS13285,sll0314
SGL_RS13290,slr0354
SGL_RS19005,SGL_RS19005
SGL_RS13295,ST6803r01
SGL_RS13300,ST6803r02
SGL_RS13305,ST6803t29
SGL_RS13310,ST6803r03
SGL_RS13315,slr0355
SGL_RS13320,slr0356
SGL_RS13325,sll0312
SGL_RS13330,slr0357
SGL_RS13335,slr0358
SGL_RS13340,sll0310
SGL_RS13345,sll0309
SGL_RS20160,SGL_RS20160
SGL_RS13350,sll0024
SGL_RS13355,sll0023
SGL_RS13360,sll0022
SGL_RS13365,slr0001
SGL_RS13370,sll0021
SGL_RS13375,sll0020
SGL_RS13380,sll0019
SGL_RS13385,sll0018
SGL_RS13390,sll0017
SGL_RS13395,sll0016
SGL_RS13400,slr0006
SGL_RS13405,slr0007
SGL_RS13410,slr0008
SGL_RS13415,slr0009
SGL_RS13420,slr0011
SGL_RS13425,slr0012
SGL_RS13430,slr0013
SGL_RS13435,slr0014
SGL_RS13440,sll0012
SGL_RS13445,slr0015
SGL_RS13450,ssl0020
SGL_RS13455,slr0016
SGL_RS13460,slr0017
SGL_RS13465,slr0018
SGL_RS19630,SGL_RS19630
SGL_RS13470,ST6803t30
SGL_RS13475,slr0019
SGL_RS13480,sll0008
SGL_RS13485,sll0007
SGL_RS13490,sll0006
SGL_RS13495,sll0005
SGL_RS13500,slr0020
SGL_RS13505,slr0021
SGL_RS13510,sll0002
SGL_RS13515,ST6803t31
SGL_RS13520,slr0213
SGL_RS13525,slr0214
SGL_RS13530,sll0210
SGL_RS13535,slr0216
SGL_RS13540,slr0217
SGL_RS13545,ssr0349
SGL_RS13550,sll0209
SGL_RS13555,sll0208
SGL_RS13560,sll0207
SGL_RS13565,slr0220
SGL_RS13570,sll0205
SGL_RS13575,slr1000
SGL_RS13580,sll0204
SGL_RS13585,slr0222
SGL_RS13590,sll0202
SGL_RS13595,slr0224
SGL_RS19015,SGL_RS19015
SGL_RS19975,SGL_RS19975
SGL_RS13610,sll0199
SGL_RS13615,slr0226
SGL_RS13620,sll0198
SGL_RS13625,slr0228
SGL_RS13630,sll0195
SGL_RS13635,sll0194
SGL_RS13640,slr0229
SGL_RS13645,SGL_RS13645
SGL_RS19020,SGL_RS19020
SGL_RS13655,slr0231
SGL_RS13660,sll0192
SGL_RS13665,slr0232
SGL_RS13670,slr0233
SGL_RS13675,sll0191
SGL_RS13680,sll0416
SGL_RS13685,sll0415
SGL_RS13690,sll0414
SGL_RS13695,slr0431
SGL_RS20080,SGL_RS20080
SGL_RS20085,SGL_RS20085
SGL_RS13705,sll0413
SGL_RS13710,sll0412
SGL_RS13715,sll0410
SGL_RS13720,sll0409
SGL_RS13725,sll0408
SGL_RS13730,slr0434
SGL_RS13735,slr0435
SGL_RS13740,slr0436
SGL_RS13745,sll0406
SGL_RS13750,sll0405
SGL_RS13755,SGL_RS13755
SGL_RS13760,SGL_RS13760
SGL_RS13765,sll0404
SGL_RS13770,slr0438
SGL_RS13775,sll0403
SGL_RS13780,slr0439
SGL_RS19255,true
SGL_RS13785,sll0402
SGL_RS13790,sll0401
SGL_RS13795,sll0400
SGL_RS13800,slr0440
SGL_RS13805,slr0049
SGL_RS13810,ssr0102
SGL_RS13815,slr0050
SGL_RS13820,sll0072
SGL_RS13825,sll0071
SGL_RS13830,sll0070
SGL_RS13835,slr0051
SGL_RS13840,sll0069
SGL_RS13845,sll0068
SGL_RS13850,sll0067
SGL_RS13855,sll0066
SGL_RS13860,sll0065
SGL_RS13865,ssr0109
SGL_RS13870,slr0053
SGL_RS13875,slr0054
SGL_RS13880,slr0055
SGL_RS13885,slr0056
SGL_RS13890,sll0064
SGL_RS13895,sll0063a
SGL_RS13900,sll0063
SGL_RS13905,sll0062
SGL_RS13910,slr0058
SGL_RS13915,ST6803t32
SGL_RS13920,slr0059
SGL_RS13925,slr0060
SGL_RS13930,slr0061
SGL_RS13935,sll0060
SGL_RS13940,sll0058
SGL_RS13945,sll0057
SGL_RS13950,slr0063
SGL_RS13955,slr0064
SGL_RS13960,slr0065
SGL_RS13965,slr0066
SGL_RS19035,SGL_RS19035
SGL_RS13970,sll0055
SGL_RS13975,slr0067
SGL_RS13980,sll0053
SGL_RS13985,slr0069
SGL_RS13990,sll0051
SGL_RS13995,slr0070
SGL_RS14000,slr0467
SGL_RS14005,slr0468
SGL_RS14010,slr0469
SGL_RS14015,sll0462
SGL_RS14020,SGL_RS14020
SGL_RS14025,sll0461
SGL_RS14030,slr0473
SGL_RS14035,slr0474
SGL_RS14040,sll0459
SGL_RS14045,slr0476
SGL_RS14050,sml0002
SGL_RS14055,slr0477
SGL_RS14060,slr0479
SGL_RS14065,slr0480
SGL_RS14070,slr0482
SGL_RS14075,slr0483
SGL_RS14080,slr0484
SGL_RS14085,slr0487
SGL_RS14090,slr0488
SGL_RS19040,SGL_RS19040
SGL_RS14100,slr0491
SGL_RS14105,slr0492
SGL_RS14110,slr0493
SGL_RS14115,sll0456
SGL_RS14120,sll0455
SGL_RS14125,slr0495
SGL_RS14130,slr0496
SGL_RS14135,sll0454
SGL_RS19470,SGL_RS19470
SGL_RS14140,sll0691
SGL_RS14145,sll0690
SGL_RS14150,ssl1300
SGL_RS14155,sll0689
SGL_RS14160,sll0688
SGL_RS14165,sll0687
SGL_RS14170,sll0686
SGL_RS14175,sll0685
SGL_RS14180,sll0684
SGL_RS14185,sll0683
SGL_RS14190,sll0682
SGL_RS14195,sll0681
SGL_RS14200,sll0680
SGL_RS14205,sll0679
SGL_RS14210,slr0719
SGL_RS14215,ST6803t33
SGL_RS14220,slr0628
SGL_RS14225,sll0617
SGL_RS14230,SGL_RS14230
SGL_RS14235,slr0630
SGL_RS14240,sll0616
SGL_RS14245,sll0615
SGL_RS14250,sll0614
SGL_RS14255,sll0613
SGL_RS19980,true
SGL_RS19985,SGL_RS19985
SGL_RS14265,slr0634
SGL_RS14270,slr0635
SGL_RS14275,sll0611
SGL_RS14280,slr0636
SGL_RS19475,SGL_RS19475
SGL_RS14285,slr0637
SGL_RS14290,slr0638
SGL_RS14295,slr0639
SGL_RS14300,slr0640
SGL_RS14305,sll0609
SGL_RS14310,sll0608
SGL_RS14315,slr0642
SGL_RS14320,slr0643
SGL_RS14325,sll0606
SGL_RS14330,slr0644
SGL_RS14335,sll0603
SGL_RS14340,sll0602
SGL_RS14345,slr0645
SGL_RS14350,slr0646
SGL_RS14355,SGL_RS14355
SGL_RS14360,sll0601
SGL_RS14365,slr0649
SGL_RS14370,slr0650
SGL_RS14375,sll0398
SGL_RS14380,sll0397
SGL_RS14385,sll0396
SGL_RS14390,sll0395
SGL_RS14395,sll0394
SGL_RS14400,slr0415
SGL_RS14405,slr0416
SGL_RS14415,slr0417
SGL_RS14420,slr0418
SGL_RS14425,sll0385
SGL_RS14430,sll0384
SGL_RS14435,sll0383
SGL_RS14440,sll0382
SGL_RS14445,sll0381
SGL_RS19635,SGL_RS19635
SGL_RS14450,ssl0750
SGL_RS14455,ssr0693
SGL_RS14460,sll0380
SGL_RS14465,sll0379
SGL_RS14470,slr0420
SGL_RS14475,slr0421
SGL_RS14480,sll0378
SGL_RS14485,sll0377
SGL_RS14490,sll0376
SGL_RS14495,slr0423
SGL_RS14500,sll0374
SGL_RS14505,sll0373
SGL_RS14510,sll0372
SGL_RS14515,SGL_RS14515
SGL_RS14520,ssl0738
SGL_RS14525,sll0371
SGL_RS14530,sll0370
SGL_RS14535,sll0369
SGL_RS14540,sll0368
SGL_RS14545,slr0426
SGL_RS14550,slr0427
SGL_RS14555,sll0189
SGL_RS14560,sll0188
SGL_RS20165,SGL_RS20165
SGL_RS14565,slr0191
SGL_RS14570,slr0192
SGL_RS14575,slr0193
SGL_RS14580,slr0194
SGL_RS14585,slr0195
SGL_RS14590,slr0196
SGL_RS14595,slr0197
SGL_RS14600,sll0185
SGL_RS14605,slr0199
SGL_RS14610,sll0184
SGL_RS14620,slr0201
SGL_RS14625,ssl0353
SGL_RS14630,sll0183
SGL_RS18425,SGL_RS18425
SGL_RS14635,sll0182
SGL_RS14640,sll0181
SGL_RS14645,ssl0350
SGL_RS14650,SGL_RS14650
SGL_RS14655,sll0180
SGL_RS14660,slr0204
SGL_RS19480,SGL_RS19480
SGL_RS14665,sll0179
SGL_RS14670,slr0207
SGL_RS14675,slr0208
SGL_RS14680,ssr0330
SGL_RS14685,slr0209
SGL_RS14690,slr0210
SGL_RS14695,ssr0332
SGL_RS14700,slr0211
SGL_RS14705,ssl0331
SGL_RS14710,slr0212
SGL_RS14715,SGL_RS14715
SGL_RS14720,ssr0336
SGL_RS14730,SGL_RS14730
SGL_RS14735,sll0178
SGL_RS14740,sll0888
SGL_RS14745,ssr1513
SGL_RS14750,sll0887
SGL_RS14755,sll0886
SGL_RS14760,slr0895
SGL_RS14765,slr0896
SGL_RS14770,slr0897
SGL_RS14775,slr0898
SGL_RS14780,slr0899
SGL_RS14785,slr0900
SGL_RS14790,slr0901
SGL_RS14795,slr0902
SGL_RS14800,ssr1527
SGL_RS14805,slr0903
SGL_RS14810,ssr1528
SGL_RS14815,slr0904
SGL_RS14820,slr0905
SGL_RS14825,slr0906
SGL_RS14830,slr0907
SGL_RS14835,slr0909
SGL_RS14840,slr0912
SGL_RS14845,slr0913
SGL_RS14850,slr0914
SGL_RS14855,slr0915
SGL_RS14860,slr0917
SGL_RS14865,slr0918
SGL_RS14870,slr0919
SGL_RS14875,slr0920
SGL_RS14880,sll0892
SGL_RS14885,sll0891
SGL_RS14890,ssl1690
SGL_RS14895,SGL_RS14895
SGL_RS14900,slr0922
SGL_RS14905,slr0923
SGL_RS14910,slr0924
SGL_RS14915,slr0559
SGL_RS14920,sll0556
SGL_RS14925,ST6803t35
SGL_RS14930,sll0555
SGL_RS14935,sll0554
SGL_RS14940,sll0553
SGL_RS19990,SGL_RS19990
SGL_RS14950,slr0565
SGL_RS14955,sll0550
SGL_RS14960,sll0549
SGL_RS14965,slr0569
SGL_RS14970,sll0547
SGL_RS14975,sll0546
SGL_RS14980,sll0545
SGL_RS14985,sll0544
SGL_RS14990,slr1002
SGL_RS14995,slr0572
SGL_RS15000,sll0543
SGL_RS15005,ssl1046
SGL_RS15010,slr0573
SGL_RS19995,SGL_RS19995
SGL_RS20000,SGL_RS20000
SGL_RS20005,SGL_RS20005
SGL_RS15020,slr0574
SGL_RS15025,slr0575
SGL_RS15030,sll0542
SGL_RS15035,slr0579
SGL_RS15040,sll0541
SGL_RS15045,slr0580
SGL_RS15050,slr0581
SGL_RS15055,slr0582
SGL_RS15060,sll0540
SGL_RS15065,sll0539
SGL_RS15070,slr0583
SGL_RS15075,slr0825
SGL_RS19055,SGL_RS19055
SGL_RS15080,ssr1399
SGL_RS15085,slr0827
SGL_RS15095,slr0829
SGL_RS15100,sll0834
SGL_RS15105,sll0833
SGL_RS15110,sll0832
SGL_RS15115,ssr1407
SGL_RS15120,slr0833
SGL_RS15125,slr0835
SGL_RS15130,slr0836
SGL_RS15135,ssl1552
SGL_RS15140,sll0830
SGL_RS15145,slr0838
SGL_RS15150,sll0829
SGL_RS15155,slr0839
SGL_RS15160,sll0828
SGL_RS15165,sll0827
SGL_RS15170,slr0841
SGL_RS15175,slr0842
SGL_RS15180,sll0825
SGL_RS15185,ssr1425
SGL_RS15190,slr0844
SGL_RS15195,ssl1533
SGL_RS15200,slr0845
SGL_RS15205,sll0823
SGL_RS15210,sll0822
SGL_RS15215,slr0846
SGL_RS15220,sll0821
SGL_RS15225,slr0847
SGL_RS15230,slr0848
SGL_RS15235,slr0072
SGL_RS15240,slr0073
SGL_RS15245,sll0088
SGL_RS15250,slr0074
SGL_RS15255,slr0075
SGL_RS15260,slr0076
SGL_RS15265,slr0077
SGL_RS15270,sll0086
SGL_RS15275,sll0085
SGL_RS15280,sll0084
SGL_RS15285,sll0083
SGL_RS15290,slr0078
SGL_RS15295,slr0079
SGL_RS15300,sll0082
SGL_RS15305,slr0080
SGL_RS15310,slr0081
SGL_RS15315,slr0082
SGL_RS15320,slr0083
SGL_RS15325,sll0080
SGL_RS15330,slr0084
SGL_RS15335,sll0078
SGL_RS15340,slr0086
SGL_RS15345,slr0088
SGL_RS15350,slr0089
SGL_RS15355,slr0090
SGL_RS15360,slr0091
SGL_RS15365,slr0092
SGL_RS15370,slr0093
SGL_RS15375,slr0095
SGL_RS15380,slr0096
SGL_RS15385,slr0498
SGL_RS20170,SGL_RS20170
SGL_RS15390,sll0489
SGL_RS15395,slr0500
SGL_RS15400,sll0488
SGL_RS15405,sll0487
SGL_RS15410,sll0486
SGL_RS15415,sll0485
SGL_RS15420,sll0484
SGL_RS15425,slr0502
SGL_RS15430,slr0503
SGL_RS15435,slr0505
SGL_RS15440,slr0506
SGL_RS15445,sll0482
SGL_RS15450,sll0481
SGL_RS15455,sll0480
SGL_RS15460,slr0509
SGL_RS15465,slr0510
SGL_RS19275,true
SGL_RS15470,slr0511
SGL_RS15475,SGL_RS15475
SGL_RS15480,sll0479
SGL_RS15485,sll0478
SGL_RS15490,sll0477
SGL_RS15495,slr0513
SGL_RS15500,slr0514
SGL_RS15505,slr0516
SGL_RS15510,sll0474
SGL_RS15515,sll0473
SGL_RS15520,slr0517
SGL_RS19060,SGL_RS19060
SGL_RS15525,slr0519
SGL_RS15530,slr0520
SGL_RS15535,slr0521
SGL_RS15540,slr0522
SGL_RS15545,sll0471
SGL_RS15550,sll0470
SGL_RS15555,sll0469
SGL_RS15560,slr0523
SGL_RS15565,sll0467
SGL_RS15570,sll0597
SGL_RS15575,sll0596
SGL_RS15580,sll0595
SGL_RS15585,sll0594
SGL_RS15590,sll0593
SGL_RS15595,slr0615
SGL_RS15600,slr0616
SGL_RS15605,ssr1038
SGL_RS15610,slr0617
SGL_RS15615,sll0590
SGL_RS19485,SGL_RS19485
SGL_RS15620,slr0618
SGL_RS15625,slr0619
SGL_RS15630,ssr1041
SGL_RS15635,sll0588
SGL_RS15640,sll0587
SGL_RS15645,sll0586
SGL_RS15650,slr0623
SGL_RS15655,sll0585
SGL_RS15660,sll0584
SGL_RS15665,slr0624
SGL_RS15670,slr0625
SGL_RS15675,sll0109
SGL_RS15680,slr0626
SGL_RS15685,slr0099
SGL_RS15695,sll0108
SGL_RS15700,sll0107
SGL_RS15705,slr0103
SGL_RS15710,slr0104
SGL_RS15715,sll0103
SGL_RS15720,sll0102
SGL_RS15725,slr0105
SGL_RS15730,slr0106
SGL_RS15735,sll0101
SGL_RS15740,sll0100
SGL_RS15745,sll0099
SGL_RS15750,sll0098
SGL_RS15755,ST6803t36
SGL_RS15760,slr0108
SGL_RS15765,slr0109
SGL_RS15770,sll0096
SGL_RS15775,sll0095
SGL_RS15780,sll0094
SGL_RS15785,slr0110
SGL_RS15790,slr0111
SGL_RS15795,slr0112
SGL_RS15800,slr0114
SGL_RS15805,slr0115
SGL_RS15810,slr0116
SGL_RS20010,SGL_RS20010
SGL_RS20015,SGL_RS20015
SGL_RS15825,slr0118
SGL_RS15830,slr0119
SGL_RS15835,slr0120
SGL_RS15840,slr0121
SGL_RS15845,sll0290
SGL_RS15850,SGL_RS15850
SGL_RS15855,SGL_RS15855
SGL_RS15860,ssl0546
SGL_RS15865,sll0289
SGL_RS15870,sll0288
SGL_RS15875,slr0298
SGL_RS15880,slr0299
SGL_RS15885,slr0300
SGL_RS15890,slr0301
SGL_RS15895,slr0302
SGL_RS15900,slr0303
SGL_RS15905,slr0304
SGL_RS15910,slr0305
SGL_RS15915,slr0306
SGL_RS15920,sll0286
SGL_RS15925,sll0284
SGL_RS15930,sll0283
SGL_RS15935,slr0309
SGL_RS15945,sll0282
SGL_RS15950,sll0281
SGL_RS15955,sll0280
SGL_RS19350,SGL_RS19350
SGL_RS15960,slr0311
SGL_RS15965,slr0312
SGL_RS15970,slr0313
SGL_RS15975,slr0314
SGL_RS15980,slr0315
SGL_RS15985,slr0316
SGL_RS15995,slr0317
SGL_RS19490,SGL_RS19490
SGL_RS16000,slr0318
SGL_RS16005,slr0319
SGL_RS16015,slr0786
SGL_RS19080,true
SGL_RS16020,SGL_RS16020
SGL_RS16025,SGL_RS16025
SGL_RS16030,slr0787
SGL_RS16035,slr0788
SGL_RS16040,slr0789
SGL_RS16045,slr0790
SGL_RS16050,sll0798
SGL_RS16055,sll0797
SGL_RS16060,slr0793
SGL_RS16065,slr0794
SGL_RS16070,slr0795
SGL_RS16075,slr0796
SGL_RS16080,sll0794
SGL_RS16085,slr0797
SGL_RS16090,sll0793
SGL_RS16095,sll0792
SGL_RS16100,slr0798
SGL_RS16105,sll0790
SGL_RS16110,sll0789
SGL_RS16115,sll0788
SGL_RS19085,SGL_RS19085
SGL_RS16130,ssl1464
SGL_RS16135,sll0787
SGL_RS16140,sll0786
SGL_RS16145,sll0785
SGL_RS16150,sll0784
SGL_RS16155,sll0783
SGL_RS16160,slr0801
SGL_RS16165,sll0782
SGL_RS16170,sll0781
SGL_RS19095,SGL_RS19095
SGL_RS16175,sll0779
SGL_RS16180,sll0778
SGL_RS16185,sll0777
SGL_RS16190,sll0776
SGL_RS16195,sll0775
SGL_RS18430,SGL_RS18430
SGL_RS16205,slr0697
SGL_RS16210,slr0698
